run,repetition,Module,totalCO2Emission
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[152].veinsmobility,97.798209309996
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[287].veinsmobility,98.165626720082
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[35].veinsmobility,98.243148770772
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[73].veinsmobility,98.621674893107
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[89].veinsmobility,99.334729043747
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[46].veinsmobility,99.914600052692
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[289].veinsmobility,99.972926539765
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[123].veinsmobility,100.06404672469
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[283].veinsmobility,100.14473095695
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[291].veinsmobility,100.17091745781
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[290].veinsmobility,100.24495744842
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[286].veinsmobility,100.36359283037
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[282].veinsmobility,100.38939042307
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[293].veinsmobility,100.60248797279
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[83].veinsmobility,100.69470667436
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[38].veinsmobility,100.7410932994
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[67].veinsmobility,100.9579182639
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[84].veinsmobility,101.01212759769
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[296].veinsmobility,101.0781796181
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[281].veinsmobility,101.35642421285
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[295].veinsmobility,101.39532503103
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[142].veinsmobility,101.44370273466
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[54].veinsmobility,101.77822179214
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[292].veinsmobility,102.12348308183
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[81].veinsmobility,102.48558767277
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[3].veinsmobility,102.66005243847
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[137].veinsmobility,102.74923198799
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[18].veinsmobility,103.02591276894
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[175].veinsmobility,103.03445652304
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[77].veinsmobility,103.16582119632
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[285].veinsmobility,103.42655108131
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[65].veinsmobility,103.46104570881
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[148].veinsmobility,103.50233378285
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[62].veinsmobility,103.5191597163
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[294].veinsmobility,103.53014032582
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[130].veinsmobility,103.58487917442
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[6].veinsmobility,103.81730623312
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[23].veinsmobility,103.89506530846
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[69].veinsmobility,104.01950729311
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[87].veinsmobility,104.10087522982
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[95].veinsmobility,104.25724406538
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[91].veinsmobility,104.30831510819
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[278].veinsmobility,104.5580609712
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[64].veinsmobility,104.56807538577
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[27].veinsmobility,104.88152145884
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[1].veinsmobility,104.98787849301
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[56].veinsmobility,105.07276865027
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[118].veinsmobility,105.20241572933
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[159].veinsmobility,105.38549836555
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[15].veinsmobility,105.72325051834
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[61].veinsmobility,105.86012985057
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[7].veinsmobility,105.87478841839
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[50].veinsmobility,105.9890035654
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[277].veinsmobility,106.17249078898
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[59].veinsmobility,106.20136713876
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[149].veinsmobility,106.30442199181
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[279].veinsmobility,106.40642196215
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[31].veinsmobility,106.66052076372
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[101].veinsmobility,106.69086190357
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[43].veinsmobility,106.86330198659
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[2].veinsmobility,107.13129879798
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[68].veinsmobility,107.1674306744
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[71].veinsmobility,107.27178618479
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[63].veinsmobility,107.51112023025
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[131].veinsmobility,107.93175412327
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[10].veinsmobility,107.9979274254
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[108].veinsmobility,108.00866256308
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[99].veinsmobility,108.02945317338
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[163].veinsmobility,108.36149062266
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[105].veinsmobility,108.50713138403
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[11].veinsmobility,108.71378690699
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[52].veinsmobility,109.033015223
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[97].veinsmobility,109.24171174371
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[75].veinsmobility,109.34204932036
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[274].veinsmobility,109.496406645
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[143].veinsmobility,109.60822287709
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[93].veinsmobility,109.66702235776
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[145].veinsmobility,109.68508857804
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[111].veinsmobility,110.27527093174
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[19].veinsmobility,110.64890861799
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[113].veinsmobility,110.72355489595
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[128].veinsmobility,110.72638979601
Default-0-20231218-18:02:59-23897,0,RSUExampleScenario.node[14].veinsmobility,110.73854784835
