run,repetition,Module,totalCO2Emission
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[90].veinsmobility,96.953501970165
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[35].veinsmobility,98.780402767703
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[47].veinsmobility,99.916916667928
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[68].veinsmobility,100.27820602913
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[94].veinsmobility,100.50286055142
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[49].veinsmobility,100.50993829295
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[9].veinsmobility,100.57098087305
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[123].veinsmobility,100.932496877
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[81].veinsmobility,101.45116426605
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[25].veinsmobility,101.48301891069
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[37].veinsmobility,101.84940014027
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[84].veinsmobility,101.98889507055
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[29].veinsmobility,102.01268791787
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[52].veinsmobility,102.45426642202
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[54].veinsmobility,102.55932109024
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[33].veinsmobility,102.57234652756
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[3].veinsmobility,102.75257239642
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[42].veinsmobility,102.76081182671
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[18].veinsmobility,103.0528579756
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[23].veinsmobility,103.26822218531
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[6].veinsmobility,103.56337812701
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[69].veinsmobility,103.6366247031
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[27].veinsmobility,104.03797013703
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[5].veinsmobility,104.19087852231
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[45].veinsmobility,104.23954452949
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[150].veinsmobility,104.36262582647
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[26].veinsmobility,104.48995359182
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[65].veinsmobility,104.59054409914
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[22].veinsmobility,104.60455574407
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[92].veinsmobility,104.78406125066
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[57].veinsmobility,104.87708134462
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[51].veinsmobility,104.94625408373
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[70].veinsmobility,105.00376607866
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[71].veinsmobility,105.0667083002
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[1].veinsmobility,105.2028512828
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[36].veinsmobility,105.20527964053
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[15].veinsmobility,105.3805243796
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[87].veinsmobility,105.52105799954
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[30].veinsmobility,105.52378112233
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[63].veinsmobility,105.56353010722
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[82].veinsmobility,105.65139868852
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[13].veinsmobility,105.78065541089
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[7].veinsmobility,105.78481790548
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[41].veinsmobility,105.80129891027
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[56].veinsmobility,105.82447221592
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[21].veinsmobility,105.90670773271
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[85].veinsmobility,105.92670167477
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[31].veinsmobility,106.20119940578
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[34].veinsmobility,106.63631571696
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[39].veinsmobility,106.63841592845
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[118].veinsmobility,106.76113962376
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[2].veinsmobility,106.97316565613
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[43].veinsmobility,107.00602984982
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[136].veinsmobility,107.08820412409
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[77].veinsmobility,107.32258987903
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[62].veinsmobility,107.36674790459
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[66].veinsmobility,107.36724573229
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[61].veinsmobility,107.44646708575
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[159].veinsmobility,107.45467784166
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[78].veinsmobility,107.59437633147
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[46].veinsmobility,107.64621801258
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[101].veinsmobility,107.89908893369
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[10].veinsmobility,108.18304296226
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[73].veinsmobility,108.25267454117
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[17].veinsmobility,108.34998962711
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[131].veinsmobility,108.50277683577
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[11].veinsmobility,108.95108143536
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[79].veinsmobility,109.02588178719
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[104].veinsmobility,109.07171876718
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[108].veinsmobility,109.28721082599
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[99].veinsmobility,109.31858249365
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[75].veinsmobility,109.96134153252
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[144].veinsmobility,109.97143109743
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[19].veinsmobility,110.20562865928
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[162].veinsmobility,110.21007369929
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[14].veinsmobility,110.81801161896
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[114].veinsmobility,110.96788725274
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[133].veinsmobility,111.25799047703
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[111].veinsmobility,111.555454373
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[141].veinsmobility,111.73098927214
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[93].veinsmobility,111.88668198746
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[146].veinsmobility,112.15349537856
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[59].veinsmobility,112.4068207722
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[96].veinsmobility,112.43722557251
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[88].veinsmobility,112.57707858999
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[53].veinsmobility,112.58237998648
Default-0-20231218-16:11:41-18551,0,RSUExampleScenario.node[128].veinsmobility,112.81879765546
